Drug	side_effect_name
Azacitidine	Cramp muscle
Azacitidine	Oedema
Azacitidine	Bone pain aggravated
Azacitidine	Orthostatic hypotension
Azacitidine	Prurigo
Azacitidine	Pruritus
Azacitidine	Atrial fibrillation
Azacitidine	Musculoskeletal chest pain
Azacitidine	Nervous system disorder
Azacitidine	Perirectal abscess
Azacitidine	Cellulitis
Azacitidine	General physical health deterioration
Azacitidine	Leukaemia cutis
Azacitidine	Leukopenia
Azacitidine	Local swelling
Azacitidine	Haematuria
Azacitidine	Pharyngolaryngeal pain
Azacitidine	Pitting edema
Azacitidine	Coma hepatic
Azacitidine	Confusional state
Azacitidine	Pneumonia klebsiella
Azacitidine	Pallor
Azacitidine	Hypokalaemia
Azacitidine	Hypotension
Azacitidine	Acute febrile neutrophilic dermatosis
Azacitidine	Agranulocytosis
Azacitidine	Alopecia
Azacitidine	Anaemia
Azacitidine	Anaemia NOS aggravated
Azacitidine	Decreased appetite
Azacitidine	Dehydration
Azacitidine	Infestation
Azacitidine	Depression
Azacitidine	Purpura
Azacitidine	Conjunctival haemorrhage
Azacitidine	Neoplasm
Azacitidine	Bacterial infection
Azacitidine	Rash
Azacitidine	Rash macular
Azacitidine	Night sweats
Azacitidine	Nodule
Azacitidine	Injection site infection
Azacitidine	Bone pain
Azacitidine	Breath sounds abnormal
Azacitidine	Bronchitis
Azacitidine	Cardiac disorder
Azacitidine	Pain
Azacitidine	Neck pain
Azacitidine	Cardiac failure congestive
Azacitidine	Peripheral swelling
Azacitidine	Catheter site haemorrhage
Azacitidine	Catheter site erythema
Azacitidine	Sepsis
Azacitidine	Septic shock
Azacitidine	Shock
Azacitidine	Loin pain
Azacitidine	Haemorrhage intracranial
Azacitidine	Coma
Azacitidine	Hyperhidrosis
Azacitidine	Hypersensitivity
Azacitidine	Congestive cardiomyopathy
Azacitidine	Hypoaesthesia
Azacitidine	Mediastinal disorder
Azacitidine	Connective tissue disorder
Azacitidine	Constipation
Azacitidine	Polyp
Azacitidine	Post procedural haemorrhage
Azacitidine	Induration
Azacitidine	Systemic inflammatory response syndrome
Azacitidine	Tachycardia
Azacitidine	Infection
Azacitidine	Thrombocytopenia
Azacitidine	Infestation NOS
Azacitidine	Dermatitis
Azacitidine	Discomfort
Azacitidine	Back pain
Azacitidine	Rales
Azacitidine	Diverticulitis
Azacitidine	Dizziness
Azacitidine	Dry skin
Azacitidine	Refractory anaemia with an excess of blasts
Azacitidine	Refractory anemia with excess blasts in transformation
Azacitidine	Injection site necrosis
Azacitidine	Renal tubular acidosis
Azacitidine	Respiratory distress
Azacitidine	Injection site pruritus
Azacitidine	Injection site reaction
Azacitidine	Pain in extremity
Azacitidine	Fatigue aggravated
Azacitidine	Pancytopenia
Azacitidine	Gastrointestinal disorder
Azacitidine	Gastrointestinal haemorrhage
Azacitidine	Laryngeal pain
Azacitidine	Lethargy
Azacitidine	Convulsion
Azacitidine	Sinusitis
Azacitidine	Skin disorder
Azacitidine	Haemorrhoidal haemorrhage
Azacitidine	Haemorrhoids
Azacitidine	Herpes simplex
Azacitidine	Hypertension
Azacitidine	Splenomegaly
Azacitidine	Staphylococcal bacteraemia
Azacitidine	Staphylococcal infection
Azacitidine	Stomatitis
Azacitidine	Ill-defined disorder
Azacitidine	Immune system disorder
Azacitidine	Vascular purpura
Azacitidine	Injection site haemorrhage
Azacitidine	Renal failure
Azacitidine	Wheezing
Azacitidine	Injection site pain
Azacitidine	Tongue ulceration
Azacitidine	Toxoplasmosis
Azacitidine	Inflammation
Azacitidine	Pyoderma gangrenosum
Azacitidine	Injection site discolouration
Azacitidine	Injection site erythema
Azacitidine	Injection site granuloma
Azacitidine	Injection site haematoma
Azacitidine	Abdominal pain upper
Azacitidine	Syncope
Azacitidine	Dyspepsia
Azacitidine	Injection site induration
Azacitidine	Dyspnoea
Azacitidine	Injection site pigmentation changes
Azacitidine	Dysuria
Azacitidine	Cardiac failure
Azacitidine	Rhinorrhoea
Azacitidine	Cardiac murmur
Azacitidine	Febrile neutropenia
Azacitidine	Feeling abnormal
Azacitidine	Road traffic accident
Azacitidine	Urethral disorder
Azacitidine	Urinary tract disorder
Azacitidine	Sweating increased
Azacitidine	Urinary tract infection
Azacitidine	Dysphagia
Azacitidine	Skin induration
Azacitidine	Skin lesion
Azacitidine	Hepatobiliary disease
Azacitidine	Hepatic failure
Azacitidine	Malaise
Azacitidine	Abdominal tenderness
Azacitidine	Abscess limb
Azacitidine	Abdominal pain
Azacitidine	Abdominal distension
Azacitidine	Contusion
Azacitidine	Dyspnoea exertional
Azacitidine	Loss of consciousness
Azacitidine	Fatigue
Azacitidine	Dyspnoea exacerbated
Azacitidine	Injection site dermatitis
Azacitidine	Upper respiratory tract infection
Azacitidine	Upper-airway cough syndrome
Azacitidine	Diarrhoea
Azacitidine	Insomnia
Azacitidine	Loose stools
Azacitidine	Interstitial lung disease
Azacitidine	Unspecified disorder of skin and subcutaneous tissue
Azacitidine	Weight decreased
Azacitidine	Rhonchi
Azacitidine	Urticaria
Azacitidine	Headache
Azacitidine	Injection site swelling
Azacitidine	Vomiting
Azacitidine	Skin nodule
Azacitidine	Klebsiella sepsis
Azacitidine	Rigors
Azacitidine	Lymphadenopathy
Azacitidine	Ecchymosis
Azacitidine	Malnutrition
Azacitidine	Tumour lysis syndrome
Azacitidine	Epistaxis
Azacitidine	Rhinitis
Azacitidine	Injection site bruising
Azacitidine	Transfusion reaction
Azacitidine	Erythema
Azacitidine	Respiratory sounds decreased
Azacitidine	Lung infiltration
Azacitidine	Eye haemorrhage
Azacitidine	Eye disorder
Azacitidine	Skin mass
Bortezomib	Metabolic disorder
Bortezomib	Atrioventricular block
Bortezomib	Aspergillosis
Bortezomib	Atrioventricular block complete
Bortezomib	Arthritis
Bortezomib	Nasopharyngitis
Bortezomib	Deafness
Bortezomib	Dry skin
Bortezomib	Atrial flutter
Bortezomib	Neoplasm malignant
Bortezomib	Atelectasis
Bortezomib	Myopathy
Bortezomib	Nail disorder
Bortezomib	Meningoencephalitis herpetic
Bortezomib	Atrial fibrillation
Bortezomib	Adjustment disorder
Bortezomib	Acidosis
Bortezomib	Reflexes abnormal
Bortezomib	Acute coronary syndrome
Bortezomib	Neoplasm
Bortezomib	Disturbance in attention
Bortezomib	Acute respiratory distress syndrome
Bortezomib	Nausea
Bortezomib	Disturbance in sexual arousal
Bortezomib	Ascites
Bortezomib	Hyperbilirubinaemia
Bortezomib	Local reaction
Bortezomib	Micturition disorder
Bortezomib	Migraine
Bortezomib	Nephritis
Bortezomib	Acne
Bortezomib	Mycosis fungoides
Bortezomib	Ataxia
Bortezomib	Myocardial ischaemia
Bortezomib	Dizziness
Bortezomib	Mental disorder
Bortezomib	Meningitis bacterial
Bortezomib	Acute febrile neutrophilic dermatosis
Bortezomib	Memory loss
Bortezomib	Loss of consciousness
Bortezomib	Lower respiratory tract infection
Bortezomib	Renal cell carcinoma
Bortezomib	Motor dysfunction
Bortezomib	Arrhythmia
Bortezomib	Myocardial infarction
Bortezomib	Arthralgia
Bortezomib	Dry eye
Bortezomib	Liver disorder
Bortezomib	Hyperaemia
Bortezomib	Radiculitis
Bortezomib	Platelet aggregation increased
Bortezomib	Herpes virus infection
Bortezomib	Abnormal vision
Bortezomib	Cytomegalovirus hepatitis
Bortezomib	Progressive multifocal leukoencephalopathy
Bortezomib	Aspergillus infection
Bortezomib	Dry throat
Bortezomib	Nephrolithiasis
Bortezomib	Anxiety disorder
Bortezomib	Listeriosis
Bortezomib	Drug hypersensitivity
Bortezomib	Disseminated intravascular coagulation
Bortezomib	Meningoencephalitis
Bortezomib	Meningitis
Bortezomib	Nervous system disorder
Bortezomib	Infestation
Bortezomib	Radiculopathy
Bortezomib	Redness
Bortezomib	Affective disorder
Bortezomib	Agitation
Bortezomib	Alcohol intolerance
Bortezomib	Myalgia
Bortezomib	Anxiety
Bortezomib	Apnoea
Bortezomib	Radiation injury
Bortezomib	Cheilitis
Bortezomib	Chest discomfort
Bortezomib	Muscle relaxant therapy
Bortezomib	Abdominal pain upper
Bortezomib	Abnormal faeces
Bortezomib	Cystitis haemorrhagic
Bortezomib	Lung disorder
Bortezomib	Lung infiltration
Bortezomib	Asthenia
Bortezomib	Nerve root lesion
Bortezomib	Dysacusis
Bortezomib	Discomfort
Bortezomib	Plasma cell myeloma
Bortezomib	Livedo reticularis
Bortezomib	Melaena
Bortezomib	Gait disturbance
Bortezomib	Gastric pH decreased
Bortezomib	Gastritis
Bortezomib	Gastritis haemorrhagic
Bortezomib	Proctalgia
Bortezomib	Haemorrhage subcutaneous
Bortezomib	Deafness bilateral
Bortezomib	Duodenitis haemorrhagic
Bortezomib	Amnesia
Bortezomib	Lip swelling
Bortezomib	Dysaesthesia
Bortezomib	Plasmacytoma
Bortezomib	Hiccups
Bortezomib	Dysautonomia
Bortezomib	Mediastinal disorder
Bortezomib	Medical device complication
Bortezomib	Cramp muscle
Bortezomib	Chills
Bortezomib	Drooling
Bortezomib	Hyperchloraemia
Bortezomib	Decreased appetite
Bortezomib	Hypernatraemia
Bortezomib	Renal failure acute
Bortezomib	Mouth haemorrhage
Bortezomib	Dysarthria
Bortezomib	Hydronephrosis
Bortezomib	Multiple fractures
Bortezomib	Anal fissure
Bortezomib	Anal sphincter atony
Bortezomib	Anaphylactic shock
Bortezomib	Cushing's syndrome
Bortezomib	Dacryoadenitis acquired
Bortezomib	Haemorrhage intracranial
Bortezomib	Hyperglycaemia
Bortezomib	Venous insufficiency
Bortezomib	Decubitus ulcer
Bortezomib	Anorexia
Bortezomib	Angioedema
Bortezomib	Purpura
Bortezomib	Change of bowel habit
Bortezomib	Hepatotoxicity
Bortezomib	Hernia
Bortezomib	Herpes NOS
Bortezomib	Herpes zoster
Bortezomib	Wheezing
Bortezomib	Platelet count decreased
Bortezomib	Haemolytic anaemia
Bortezomib	Pleural effusion
Bortezomib	Musculoskeletal pain
Bortezomib	Hyperkalaemia
Bortezomib	Renal failure chronic
Bortezomib	Renal impairment
Bortezomib	Respiratory alkalosis
Bortezomib	Mastoiditis
Bortezomib	Respiratory distress
Bortezomib	Dysgeusia
Bortezomib	Neuralgia
Bortezomib	Cough
Bortezomib	Presyncope
Bortezomib	Platelet disorder
Bortezomib	Haemoptysis
Bortezomib	Renal failure
Bortezomib	Haemorrhagic disorder
Bortezomib	Deep vein thrombosis
Bortezomib	Dehydration
Bortezomib	Multi-organ failure
Bortezomib	Anaemia
Bortezomib	Dementia
Bortezomib	Dermatitis
Bortezomib	Dermatitis bullous
Bortezomib	Mouth ulceration
Bortezomib	Angina pectoris
Bortezomib	Procedural pain
Bortezomib	Aplasia
Bortezomib	Haematuria
Bortezomib	Musculoskeletal discomfort
Bortezomib	Lip pain
Bortezomib	Libido decreased
Bortezomib	Cerebrovascular disorder
Bortezomib	Hordeolum
Bortezomib	Infarction
Bortezomib	Infection
Bortezomib	Infertility
Bortezomib	Oral disorder
Bortezomib	Oral mucosal petechiae
Bortezomib	Rash
Bortezomib	Rectal discharge
Bortezomib	Cholelithiasis
Bortezomib	Cholestasis
Bortezomib	Pain in jaw
Bortezomib	Hyperphosphataemia
Bortezomib	Hypersensitivity
Bortezomib	Hypertension
Bortezomib	Hyperthyroidism
Bortezomib	Mantle cell lymphoma
Bortezomib	Abdominal discomfort
Bortezomib	Abdominal distension
Bortezomib	Megacolon
Bortezomib	Cutaneous vasculitis
Bortezomib	Cyst
Bortezomib	Posterior reversible encephalopathy syndrome
Bortezomib	Haematoma
Bortezomib	Haemoglobin
Bortezomib	Prostatitis
Bortezomib	Protein urine present
Bortezomib	Amyloidosis
Bortezomib	Delirium
Bortezomib	Pruritus
Bortezomib	Psoriasis
Bortezomib	Psychotic disorder
Bortezomib	Pulmonary alveolar haemorrhage
Bortezomib	Device related infection
Bortezomib	Diarrhoea
Bortezomib	Muscle twitching
Bortezomib	Muscular weakness
Bortezomib	Angiopathy
Bortezomib	Angina unstable
Bortezomib	Diplopia
Bortezomib	Disability
Bortezomib	Fungal infection
Bortezomib	Transfusion reaction
Bortezomib	Transient ischaemic attack
Bortezomib	Tremor
Bortezomib	Troponin I increased
Bortezomib	Tumour lysis syndrome
Bortezomib	Chest pain
Bortezomib	Gastroenteritis
Bortezomib	Hypercalcaemia
Bortezomib	Injection site pain
Bortezomib	Hyperhidrosis
Bortezomib	Pain
Bortezomib	Hypermagnesaemia
Bortezomib	Pain in extremity
Bortezomib	Injection site phlebitis
Bortezomib	Malnutrition
Bortezomib	Hypertonic bladder
Bortezomib	Respiratory failure
Bortezomib	Respiratory insufficiency
Bortezomib	Coronary artery insufficiency
Bortezomib	Poor peripheral circulation
Bortezomib	Portal vein thrombosis
Bortezomib	Post herpetic neuralgia
Bortezomib	Gout
Bortezomib	Haematemesis
Bortezomib	Haemorrhagic stroke
Bortezomib	Proteinuria
Bortezomib	Hallucination
Bortezomib	Peripheral motor neuropathy
Bortezomib	Headache
Bortezomib	Hearing impaired
Bortezomib	Hepatic failure
Bortezomib	Hepatic haemorrhage
Bortezomib	Diabetes mellitus
Bortezomib	Pulmonary hypertension
Bortezomib	Muscle spasms
Bortezomib	Pulmonary oedema
Bortezomib	Hepatobiliary disease
Bortezomib	Leukocytoclastic vasculitis
Bortezomib	Leukopenia
Bortezomib	Pulmonary toxicity
Bortezomib	Hepatomegaly
Bortezomib	Vitamin B12 deficiency
Bortezomib	Vomiting
Bortezomib	Vulval ulceration
Bortezomib	Herpes simplex
Bortezomib	Weight increased
Bortezomib	Infestation NOS
Bortezomib	Inflammation
Bortezomib	Gastrointestinal disorder
Bortezomib	Lymphadenopathy
Bortezomib	Chronic fatigue syndrome
Bortezomib	Pallor
Bortezomib	Lymphoedema
Bortezomib	Lymphoma
Bortezomib	Lymphopenia
Bortezomib	Pneumonia
Bortezomib	Pneumonia aspiration
Bortezomib	Pneumothorax
Bortezomib	Convulsion
Bortezomib	Corneal lesion
Bortezomib	Polyp
Bortezomib	Connective tissue disorder
Bortezomib	Gingival hypertrophy
Bortezomib	Grand mal convulsion
Bortezomib	Vein discolouration
Bortezomib	Hair disorder
Bortezomib	Joint swelling
Bortezomib	Joint stiffness
Bortezomib	Lacrimation increased
Bortezomib	Ventricular dysfunction
Bortezomib	Ventricular tachycardia
Bortezomib	Vertigo
Bortezomib	Pulmonary embolism
Bortezomib	Pulmonary fibrosis
Bortezomib	Hepatitis
Bortezomib	Photosensitivity reaction
Bortezomib	Leukaemia
Bortezomib	Catheter site pain
Bortezomib	Hepatocellular injury
Bortezomib	Plasma cell leukaemia
Bortezomib	Increased appetite
Bortezomib	Increased upper airway secretion
Bortezomib	Optic nerve disorder
Bortezomib	Oral candidiasis
Bortezomib	Body temperature increased
Bortezomib	Bone disorder
Bortezomib	Ulcer
Bortezomib	Oropharyngeal blistering
Bortezomib	Oropharyngeal pain
Bortezomib	Gastrointestinal haemorrhage
Bortezomib	Injection site erythema
Bortezomib	Breast disorder female
Bortezomib	Orthopnoea
Bortezomib	Bronchial disorder
Bortezomib	Bronchitis
Bortezomib	Malaise
Bortezomib	Colitis
Bortezomib	Hyperuricaemia
Bortezomib	Abdominal pain
Bortezomib	Contusion
Bortezomib	Neuropathy
Bortezomib	Polyneuropathy
Bortezomib	Haemorrhage
Bortezomib	Vascular purpura
Bortezomib	Vasculitis
Bortezomib	Venoocclusive liver disease
Bortezomib	Joint effusion
Bortezomib	Joint injury
Bortezomib	Laceration
Bortezomib	Large intestinal obstruction
Bortezomib	Large intestine perforation
Bortezomib	Phlebitis
Bortezomib	Vestibular neuronitis
Bortezomib	Hepatic vein occlusion
Bortezomib	Vision blurred
Bortezomib	Hypoxia
Bortezomib	Laryngeal oedema
Bortezomib	Left ventricular ejection fraction decreased
Bortezomib	Cellulitis
Bortezomib	Visual impairment
Bortezomib	Leukocytosis
Bortezomib	Foetor hepaticus
Bortezomib	Fracture
Bortezomib	Frequent bowel movements
Bortezomib	Blood uric acid increased
Bortezomib	Vulvitis
Bortezomib	Weight decreased
Bortezomib	Skin discolouration
Bortezomib	Bone pain
Bortezomib	Influenza
Bortezomib	Unspecified disorder of skin and subcutaneous tissue
Bortezomib	Injection site haemorrhage
Bortezomib	Chronic obstructive pulmonary disease
Bortezomib	Lymphocytic infiltration
Bortezomib	Cognitive disorder
Bortezomib	Injection site reaction
Bortezomib	Insomnia
Bortezomib	Colitis ischaemic
Bortezomib	Hyperventilation
Bortezomib	Dyskinesia
Bortezomib	Constipation
Bortezomib	Autonomic nervous system imbalance
Bortezomib	Gingival bleeding
Bortezomib	Vaginal haemorrhage
Bortezomib	Autonomic neuropathy
Bortezomib	Neuropathy peripheral
Bortezomib	Restless legs syndrome
Bortezomib	Neurotoxicity
Bortezomib	Periodontitis
Bortezomib	Peripheral sensory neuropathy
Bortezomib	Peritonitis
Bortezomib	Petechiae
Bortezomib	Cardiogenic shock
Bortezomib	Photophobia
Bortezomib	Viral infection
Bortezomib	Cardiotoxicity
Bortezomib	Bladder spasm
Bortezomib	Ichthyosis
Bortezomib	Lethargy
Bortezomib	Pigmentation disorder
Bortezomib	Immune system disorder
Bortezomib	Vitamin B complex deficiency
Bortezomib	Blood uric acid abnormal
Bortezomib	Encephalopathy
Bortezomib	Septic shock
Bortezomib	Enteritis
Bortezomib	Enzyme abnormality
Bortezomib	Neuritis
Bortezomib	Shock
Bortezomib	Bradycardia
Bortezomib	Brain oedema
Bortezomib	Upper respiratory tract infection
Bortezomib	Breast disorder
Bortezomib	Erectile dysfunction
Bortezomib	Orthostatic hypotension
Bortezomib	Cold sweat
Bortezomib	Pleurisy
Bortezomib	International normalised ratio abnormal
Bortezomib	Coma
Bortezomib	Gastrooesophageal reflux disease
Bortezomib	Fibrillation atrial aggravated
Bortezomib	Conjunctivitis
Bortezomib	Pollakiuria
Bortezomib	Genital pain
Bortezomib	Ischaemia
Bortezomib	Respiratory tract infection
Bortezomib	Jessner's lymphocytic infiltration
Bortezomib	Parosmia
Bortezomib	Pericardial effusion
Bortezomib	Peripheral embolism
Bortezomib	Peripheral neuropathy aggravated
Bortezomib	Peripheral sensorimotor neuropathy
Bortezomib	Cardio-respiratory arrest
Bortezomib	Endophthalmitis
Bortezomib	Photopsia
Bortezomib	Oesophagitis
Bortezomib	Fistula
Bortezomib	Cardiovascular disorder
Bortezomib	Ichthyosis acquired
Bortezomib	Flushing
Bortezomib	Toxic skin eruption
Bortezomib	Inappropriate antidiuretic hormone secretion
Bortezomib	Torsade de pointes
Bortezomib	Tooth infection
Bortezomib	Encephalitis
Bortezomib	Endocrine disorder
Bortezomib	Gastrointestinal ulcer perforation
Bortezomib	Confusional state
Bortezomib	Dyspepsia
Bortezomib	Skin disorder
Bortezomib	Epididymal tenderness
Bortezomib	Brain stem syndrome
Bortezomib	Epilepsy
Bortezomib	Epistaxis
Bortezomib	Coagulopathy
Bortezomib	Bronchial hyperreactivity
Bortezomib	Palpitations
Bortezomib	Gastrointestinal pain
Bortezomib	Gastrointestinal toxicity
Bortezomib	Cardiac tamponade
Bortezomib	Cardiac valve disease
Bortezomib	Hypoxemia
Bortezomib	Dysphagia
Bortezomib	Respiratory tract congestion
Bortezomib	Urticaria
Bortezomib	Paresis
Bortezomib	Calculus of kidney
Bortezomib	Hyperviscosity syndrome
Bortezomib	Pelvic pain
Bortezomib	Pericarditis
Bortezomib	Cardiac failure congestive
Bortezomib	Cardiac fibrillation
Bortezomib	Sepsis
Bortezomib	Interstitial lung disease
Bortezomib	Urinary tract infection
Bortezomib	Thrombophlebitis
Bortezomib	Bladder pain
Bortezomib	Hypothyroidism
Bortezomib	Catheter related complication
Bortezomib	Ileus
Bortezomib	Ileus paralytic
Bortezomib	Cerebral haemorrhage
Bortezomib	Impaired healing
Bortezomib	Blood test abnormal
Bortezomib	Toxic epidermal necrolysis
Bortezomib	Pancreatitis acute
Bortezomib	Fatigue
Bortezomib	Febrile neutropenia
Bortezomib	General physical health deterioration
Bortezomib	Genital herpes
Bortezomib	Sinus arrest
Bortezomib	Epididymitis
Bortezomib	Skin induration
Bortezomib	Skin infection
Bortezomib	Epstein-Barr virus infection
Bortezomib	Gastrointestinal inflammation
Bortezomib	Gastrointestinal malformation
Bortezomib	Pancreatitis
Bortezomib	Cardiac failure
Bortezomib	Sensory loss
Bortezomib	Urinary retention
Bortezomib	Cardiomyopathy
Bortezomib	Thrombocytopenic purpura
Bortezomib	Irritable bowel syndrome
Bortezomib	Paralysis
Bortezomib	COPD exacerbation
Bortezomib	Burn
Bortezomib	Candida infection
Bortezomib	Azotaemia
Bortezomib	Cardiac arrest
Bortezomib	Cardiac disorder
Bortezomib	Electrolyte imbalance
Bortezomib	Gastrointestinal obstruction
Bortezomib	Non-cardiac chest pain
Bortezomib	Urinary tract disorder
Bortezomib	Intestinal obstruction
Bortezomib	Thrombocytosis
Bortezomib	Hypovolaemia
Bortezomib	Blindness
Bortezomib	Catheter related infection
Bortezomib	Tongue disorder
Bortezomib	Ill-defined disorder
Bortezomib	Functional gastrointestinal disorder
Bortezomib	Tonsillitis
Bortezomib	Gastrointestinal motility disorder
Bortezomib	Non-Hodgkin's lymphoma
Bortezomib	Erythromelalgia
Bortezomib	Bladder irritation
Bortezomib	Feeling of body temperature change
Bortezomib	Irritability
Bortezomib	Urine output
Bortezomib	Sinusitis
Bortezomib	Budd-Chiari syndrome
Bortezomib	Eye disorder
Bortezomib	Skin lesion
Bortezomib	Erythema
Bortezomib	Osteoarthritis
Bortezomib	Night sweats
Bortezomib	Sensation of heaviness
Bortezomib	Faecaloma
Bortezomib	Bronchopneumonia
