Drug	DEG	logFC
Mitomycin	POLH	1
Mitomycin	SLC22A4	1
Mitomycin	DSCC1	1
Mitomycin	ZNF2	1
Mitomycin	MAP4K4	1
Mitomycin	GNA15	1
Mitomycin	TNFRSF10B	1
Mitomycin	C12orf5	1
Mitomycin	CCNE2	1
Mitomycin	SIK1	1
Mitomycin	EFR3B	1
Mitomycin	GADD45A	1
Mitomycin	ASPHD2	1
Mitomycin	C1orf135	1
Mitomycin	C1orf183	1
Mitomycin	FBXL7	1
Mitomycin	CCR8	1
Mitomycin	PDK3	1
Mitomycin	TP53INP1	1
Mitomycin	RAD54B	1
Mitomycin	TMEM106A	1
Mitomycin	DRAM1	1
Mitomycin	RDH14	1
Mitomycin	CCL14-CCL15 /// CCL15	1
Mitomycin	HERPUD1	1
Mitomycin	TM7SF3	1
Mitomycin	VLDLR	1
Mitomycin	ATF3	1
Mitomycin	TTC9B	1
Mitomycin	ACER3	1
Mitomycin	SAMD9L	1
Mitomycin	POLD3	1
Mitomycin	D4S234E /// FOXP1	1
Mitomycin	GPN3	1
Mitomycin	IER5	1
Mitomycin	C19orf40	1
Mitomycin	C11orf86	1
Mitomycin	PLAGL2	1
Mitomycin	C18orf19	1
Mitomycin	ARHGEF15	1
Mitomycin	XRCC3	1
Mitomycin	ZFP36L1	1
Mitomycin	CD40	1
Mitomycin	PARP3	1
Mitomycin	NLRX1	1
Mitomycin	C20orf112	1
Mitomycin	FANCI	1
Mitomycin	ACTB	1
Mitomycin	HOOK3	1
Mitomycin	UNCX	1
Mitomycin	FAT2	1
Mitomycin	GANC	1
Mitomycin	ZNF425	1
Mitomycin	WDR34	1
Mitomycin	PVRL4	1
Mitomycin	GPX1	1
Mitomycin	KIAA0101	1
Mitomycin	PRNP	1
Mitomycin	CITED2	1
Mitomycin	PYGO2	1
Mitomycin	FLJ23867 /// QSOX1	1
Mitomycin	PLIN4	1
Mitomycin	NUDT7	1
Mitomycin	C19orf45	1
Mitomycin	LHB	1
Mitomycin	PAOX	1
Mitomycin	TOR1A	1
Mitomycin	NTN1	1
Mitomycin	IER3	1
Mitomycin	NPVF	1
Mitomycin	TMPRSS3	1
Mitomycin	ZNF79	1
Mitomycin	AKR1C3	1
Mitomycin	AMZ2	1
Mitomycin	KCNG4	1
Mitomycin	ZNF564	1
Mitomycin	SLC2A1	1
Mitomycin	KIF26A	1
Mitomycin	UBE2S	1
Mitomycin	DLG3	1
Mitomycin	SCD5	1
Mitomycin	OR10H1 /// OR10H5	1
Mitomycin	C16orf87	1
Mitomycin	RPRD2	1
Mitomycin	C5orf35	1
Mitomycin	MORC4	1
Mitomycin	PLK1	1
Mitomycin	FAM108B1	1
Mitomycin	EME1	1
Mitomycin	NUP43	1
Mitomycin	SRR	1
Mitomycin	E2F8	1
Mitomycin	KRT17	1
Mitomycin	HMGB4	1
Mitomycin	FRAT2	1
Mitomycin	CHRNA5	1
Mitomycin	KIAA0467	1
Mitomycin	KLHDC8B	1
Mitomycin	SKA1	1
Mitomycin	SYNJ2BP	1
Mitomycin	GAS2L1	1
Mitomycin	TMCC3	1
Mitomycin	PGLYRP1	1
Mitomycin	BRCA1	1
Mitomycin	AMDHD1	1
Mitomycin	TCF19	1
Mitomycin	PHPT1	1
Mitomycin	KIF5A	1
Mitomycin	USP35	1
Mitomycin	NAA16	1
Mitomycin	NSD1	1
Mitomycin	SP7	1
Mitomycin	SFXN1	1
Mitomycin	C3orf79	1
Mitomycin	PLK4	1
Mitomycin	ZNF282	1
Mitomycin	DVL2	1
Mitomycin	ZNF772	1
Mitomycin	TK1	1
Mitomycin	ATF6B	1
Mitomycin	KIAA0513	1
Mitomycin	DPPA5	1
Mitomycin	SOCS6	1
Mitomycin	NCAPD3	1
Mitomycin	C15orf62	1
Mitomycin	SERTAD1	1
Mitomycin	CCDC136	1
Mitomycin	FOSB	1
Mitomycin	CENPM	1
Mitomycin	ANKH	1
Mitomycin	HIRIP3	1
Mitomycin	CD24	1
Mitomycin	RYR1	1
Mitomycin	CUZD1	1
Mitomycin	POLR2D	1
Mitomycin	C14orf4	1
Mitomycin	SELL	1
Mitomycin	IRAK3	1
Mitomycin	C5orf46	1
Mitomycin	C1orf223	1
Mitomycin	FAM47B	1
Mitomycin	PLEKHG6	1
Mitomycin	C10orf10	1
Mitomycin	OR2A14	1
Mitomycin	HES6	1
Mitomycin	IGSF1	1
Mitomycin	CCDC22	1
Mitomycin	DNAJB11	1
Mitomycin	GLYCTK	1
Mitomycin	UBIAD1	1
Mitomycin	DHX58	1
Mitomycin	ASCC3	1
Mitomycin	ZWILCH	1
Mitomycin	ZDHHC2	1
Mitomycin	ZKSCAN3	1
Mitomycin	LBH	1
Mitomycin	TFEB	1
Mitomycin	DCP2	1
Mitomycin	STIL	1
Mitomycin	CDC25A	1
Mitomycin	GCOM1 /// GRINL1A	1
Mitomycin	PRIM1	1
Etoposide	LCE1C	1
Etoposide	SULF2	1
Etoposide	CDC20	1
Etoposide	OTP	1
Etoposide	CDKN1A	1
Etoposide	DDB2	1
Etoposide	FDXR	1
Etoposide	EGR4	1
Etoposide	PHLDA3	1
Etoposide	ZNF79	1
Etoposide	CEL	1
Etoposide	GADD45A	1
Etoposide	SESN2	1
Etoposide	FAS	1
Etoposide	RRM2B	1
Etoposide	TRIAP1	1
Etoposide	TRIM22	1
Etoposide	TRAF4	1
Etoposide	CYFIP2	1
Etoposide	SEMA4B	1
Etoposide	PVRL4	1
Etoposide	IER3	1
Etoposide	ZFP36L1	1
Etoposide	PLAU	1
Etoposide	ANXA4	1
Etoposide	KLF4	1
Etoposide	GAS2L3	1
Etoposide	YPEL3	1
Etoposide	LSS	1
Etoposide	KIF20A	1
Etoposide	C1orf183	1
Etoposide	INPP1	1
Etoposide	NEURL1B	1
Etoposide	SAC3D1	1
Etoposide	UBE2C	1
Etoposide	EPHA2	1
Etoposide	PLK1	1
Etoposide	PRKX	1
Etoposide	IKBIP	1
Etoposide	DSCAML1	1
Etoposide	C12orf5	1
Etoposide	SAT2	1
Etoposide	KIAA0247	1
Etoposide	TNFSF9	1
Etoposide	FBXO22	1
Etoposide	SDC1	1
Etoposide	CYP1B1	1
Etoposide	DRAM1	1
Etoposide	SERTAD1	1
Etoposide	C12orf45	1
Etoposide	LRDD	1
Etoposide	XPC	1
Etoposide	JUN	1
Etoposide	MICALL1	1
Etoposide	ABHD4	1
Etoposide	ATF3	1
Etoposide	CCNB2	1
Etoposide	PHPT1	1
Etoposide	CCNB1	1
Etoposide	IMPA2	1
Etoposide	TMCC3	1
Etoposide	AURKA	1
Etoposide	CITED2	1
Etoposide	C14orf4	1
Etoposide	ACTA2	1
Etoposide	CCNA2	1
Etoposide	PTTG1 /// PTTG3P	1
Etoposide	BIRC5	1
Etoposide	BIN1	1
Etoposide	HIVEP2	1
Etoposide	CDKN3	1
Etoposide	SESN1	1
Etoposide	FAM83H	1
Etoposide	UBE2S	1
Etoposide	ZSCAN16	1
Etoposide	EI24	1
Etoposide	ZNF551	1
Etoposide	RAD51C	1
Etoposide	HIPK2	1
Etoposide	UNG	1
Etoposide	HMMR	1
Etoposide	ADAMTS1	1
Etoposide	ZFP90	1
Etoposide	ARID3A	1
Etoposide	MAMDC4	1
Etoposide	C19orf36	1
Etoposide	MDM2	1
Etoposide	CLDN1	1
Etoposide	TNFSF4	1
Etoposide	ANLN	1
Etoposide	D4S234E /// FOXP1	1
Etoposide	GNA15	1
Etoposide	CYTIP	1
Etoposide	TMEM25	1
Etoposide	ABLIM1	1
Etoposide	SDF2L1	1
Etoposide	POLH	1
Etoposide	HAGHL	1
Etoposide	ZNF136	1
Etoposide	C6orf48	1
Etoposide	ALKBH8	1
Etoposide	PERP	1
Etoposide	HSPA5	1
Etoposide	STARD8	1
Etoposide	PLCXD1	1
Etoposide	DUT	1
Etoposide	DEPDC1	1
Etoposide	NUCB2	1
Etoposide	PRC1	1
Etoposide	ZNF441	1
Etoposide	DLGAP5	1
Etoposide	PHGDH	1
Etoposide	HSPE1	1
Etoposide	PLIN4	1
Etoposide	DUSP5	1
Etoposide	PRKAB1	1
Etoposide	KIF2C	1
Etoposide	PVRL1	1
Etoposide	TNFAIP3	1
Etoposide	CCL3	1
Etoposide	STX5	1
Etoposide	KRT17	1
Etoposide	ASCC3	1
Etoposide	NINJ1	1
Etoposide	TYMS	1
Etoposide	TANC1	1
Etoposide	BUB1B	1
Etoposide	APOBEC3C	1
Etoposide	SMAD7	1
Etoposide	SLC4A3	1
Etoposide	TICAM1	1
Etoposide	KBTBD6	1
Etoposide	TNFRSF10B	1
Etoposide	BTN1A1	1
Etoposide	CCDC150	1
Etoposide	C10orf107	1
Etoposide	PREPL	1
Etoposide	RNF19B	1
Etoposide	ZNF302	1
Etoposide	RPTOR	1
Etoposide	LAP3	1
Etoposide	ZNF585A /// ZNF585B	1
Etoposide	FAF1	1
Etoposide	SIK1	1
Etoposide	MCM6	1
Etoposide	STAC	1
Etoposide	CD97	1
Etoposide	UHRF1	1
Etoposide	LIG1	1
Etoposide	FAM172A	1
Etoposide	KCTD15	1
Etoposide	STX6	1
Etoposide	KIF14	1
Etoposide	ATP4A	1
Etoposide	KIF11	1
Etoposide	GPR1	1
Etoposide	ILF3	1
Etoposide	PPP2R2B	1
Etoposide	SHANK3	1
Etoposide	TCF3	1
Etoposide	CDKL3	1
Etoposide	PTGER4	1
Etoposide	DACT3	1
Etoposide	TOP2A	1
Etoposide	FMN2	1
Etoposide	CYP46A1	1
Etoposide	KIF18A	1
Etoposide	TRIM32	1
Etoposide	TJP2	1
Etoposide	INCENP	1
Etoposide	FOS	1
Etoposide	PTP4A1	1
Etoposide	HMSD	1
Etoposide	FILIP1	1
Etoposide	IRF1	1
Etoposide	CDK9	1
Etoposide	HYAL2	1
Etoposide	CBX3	1
Etoposide	RTN4IP1	1
Etoposide	SNX33	1
Etoposide	CNDP1	1
Etoposide	ATP1A1	1
Etoposide	GOLGA6L4 /// PML	1
Etoposide	GRIK1	1
Blebbistatin	KLK15	1
Blebbistatin	DUSP21	1
Blebbistatin	KRTAP20-2	1
Blebbistatin	MAGEB18	1
Blebbistatin	FAM151A	1
Blebbistatin	BTN1A1	1
Blebbistatin	ZNF354C	1
Blebbistatin	PIGO	1
Blebbistatin	C12orf39	1
Blebbistatin	OAS1	1
Blebbistatin	TCEAL7	1
Blebbistatin	EPB49	1
Blebbistatin	MID1IP1	1
Blebbistatin	ARHGAP18	1
Blebbistatin	CEACAM1	1
Blebbistatin	MAT2A	1
Blebbistatin	SPRED2	1
Blebbistatin	NLK	1
Blebbistatin	MON1A	1
Blebbistatin	NR2F1	1
Blebbistatin	C16orf79	1
Blebbistatin	IFT57	1
Blebbistatin	DDX6	1
Blebbistatin	LOC646517 /// WTAP	1
Blebbistatin	CDC42EP1	1
Blebbistatin	C9orf128	1
Blebbistatin	WDR59	1
Blebbistatin	TSSK6	1
Blebbistatin	HHEX	1
Blebbistatin	MYOM2	1
Blebbistatin	DFNB31	1
Blebbistatin	NUP160	1
Blebbistatin	HSFY1 /// HSFY2	1
Blebbistatin	EPB41L4B	1
Blebbistatin	GXYLT2	1
Blebbistatin	IGFBP5	1
Blebbistatin	MT4	1
Blebbistatin	GPR162	1
Blebbistatin	BARHL1	1
Blebbistatin	FAM160A2	1
Blebbistatin	PABPC3	1
Blebbistatin	POLG2	1
Blebbistatin	SCG2	1
Blebbistatin	ACR /// LOC645529	1
Blebbistatin	C16orf11	1
Blebbistatin	PAX2	1
Blebbistatin	NTN3	1
Blebbistatin	RIC8A	1
Blebbistatin	AP3B1	1
Blebbistatin	CNNM3	1
Blebbistatin	NCK1	1
Blebbistatin	GIGYF2	1
Blebbistatin	TMEM150C	1
Blebbistatin	CRLF1	1
Blebbistatin	CFL2	1
Blebbistatin	CCS	1
Blebbistatin	CYP2B6 /// CYP2B7P1	1
Blebbistatin	TRAPPC6A	1
Blebbistatin	KDM5D	1
Blebbistatin	FAM20C	1
Blebbistatin	UBXN1	1
Blebbistatin	HEATR2	1
Blebbistatin	CA14	1
Blebbistatin	CFI	1
Blebbistatin	DPM3	1
Blebbistatin	OPTC	1
Blebbistatin	KLF7	1
Blebbistatin	GDAP2	1
Blebbistatin	EYA1	1
Blebbistatin	P2RY13	1
Blebbistatin	SLC17A9	1
Blebbistatin	SEC23IP	1
Blebbistatin	NMNAT1	1
Blebbistatin	IL7	1
Blebbistatin	BIRC8	1
Blebbistatin	NMT1	1
Blebbistatin	ZNF711	1
Blebbistatin	PLLP	1
Blebbistatin	EARS2	1
Blebbistatin	SPINK8	1
Blebbistatin	LMOD1	1
Blebbistatin	IGFL3	1
Blebbistatin	CD59	1
Blebbistatin	ARFIP1	1
Blebbistatin	C10orf122	1
Blebbistatin	ZNF391	1
Blebbistatin	PAPPA	1
Blebbistatin	TMEM43	1
Blebbistatin	PAPOLG	1
Blebbistatin	C9orf144B	1
Blebbistatin	HS3ST1	1
Blebbistatin	DGKA	1
Blebbistatin	GAD2	1
Blebbistatin	SLAMF7	1
Blebbistatin	C1orf87	1
Blebbistatin	HINFP	1
Blebbistatin	P2RX5	1
Blebbistatin	NCLN	1
Blebbistatin	FAM24B	1
Blebbistatin	TAS2R1	1
Blebbistatin	RPE	1
Blebbistatin	ZNF764	1
Blebbistatin	MYL7	1
Blebbistatin	CDK16	1
Blebbistatin	ZCCHC5	1
Blebbistatin	WDR19	1
Blebbistatin	HIGD1A	1
Blebbistatin	ISCA1	1
Blebbistatin	C12orf59	1
Blebbistatin	CISH	1
Blebbistatin	CEP97	1
Blebbistatin	YTHDF3	1
Blebbistatin	PLCXD3	1
Blebbistatin	CHRM3	1
Blebbistatin	CACNB4	1
Blebbistatin	MOGS	1
Blebbistatin	TMEM50B	1
Blebbistatin	FBXL7	1
Blebbistatin	ORC2L	1
Blebbistatin	FDX1L	1
Blebbistatin	FAM190B	1
Blebbistatin	MCOLN2	1
Blebbistatin	MYO19	1
Blebbistatin	CCDC83	1
Blebbistatin	IL1A	1
Blebbistatin	MIA	1
Blebbistatin	MORN2	1
Blebbistatin	SON	1
Blebbistatin	SUPT4H1	1
Blebbistatin	MYH7B	1
Blebbistatin	BMX	1
Blebbistatin	SCAMP1	1
Blebbistatin	ZNF557	1
Blebbistatin	IGHMBP2	1
Blebbistatin	CRYBA4	1
Blebbistatin	WDR90	1
Blebbistatin	RAB5A	1
Blebbistatin	ACAP1	1
Blebbistatin	CHIA	1
Blebbistatin	PTK2B	1
Blebbistatin	DNAJC10	1
Blebbistatin	DSG2	1
Blebbistatin	CC2D1A	1
Blebbistatin	SIRPA	1
Blebbistatin	MAP3K8	1
Blebbistatin	STK39	1
Blebbistatin	AGAP4	1
Blebbistatin	FAM173A	1
Blebbistatin	BTK	1
Blebbistatin	CSNK1G2	1
Blebbistatin	FBXO36	1
Blebbistatin	TIGD2	1
Blebbistatin	SLITRK1	1
Blebbistatin	EGR2	1
Blebbistatin	DDX51	1
Blebbistatin	FBXO45	1
Blebbistatin	ARGLU1	1
Blebbistatin	NIPBL	1
Blebbistatin	SMC5	1
Blebbistatin	SRRM1	1
Blebbistatin	CYB561	1
Blebbistatin	CASP3	1
Blebbistatin	CYP1B1	1
Blebbistatin	PPP2R5D	1
Blebbistatin	IRF4	1
Blebbistatin	UBIAD1	1
Blebbistatin	RNF219	1
Blebbistatin	VIT	1
Blebbistatin	OR10H2	1
Blebbistatin	ZFAND6	1
Blebbistatin	DEFA1 /// DEFA1B /// DEFA3	1
Blebbistatin	ATL1	1
Blebbistatin	ABT1	1
Blebbistatin	UBE2D4	1
Blebbistatin	GFOD2	1
Blebbistatin	NID2	1
Blebbistatin	NSF	1
Blebbistatin	LSM12	1
Blebbistatin	ACTR5	1
Blebbistatin	TMEM201	1
Blebbistatin	PRDM10	1
Blebbistatin	TJP2	1
Blebbistatin	PCDH11X /// PCDH11Y	1
Blebbistatin	SLC44A5	1
Blebbistatin	SPRYD4	1
Blebbistatin	KIAA0652	1
Blebbistatin	TMEM167B	1
Blebbistatin	NCBP2	1
Blebbistatin	MYL9	1
Blebbistatin	IL5RA	1
Blebbistatin	SLC25A17	1
Blebbistatin	SCO1	1
Blebbistatin	VPS37B	1
Blebbistatin	IGF2R	1
Blebbistatin	BCL6B	1
Blebbistatin	CMTM1	1
Blebbistatin	RUNDC1	1
Blebbistatin	DAZ1 /// DAZ2 /// DAZ3 /// DAZ4	1
Blebbistatin	IL1R1	1
Blebbistatin	PDCD2L	1
Blebbistatin	C9orf156	1
Blebbistatin	MPPED1	1
Blebbistatin	TRAF4	1
Blebbistatin	C17orf75	1
Blebbistatin	ZNF544	1
Blebbistatin	MRPS10	1
Blebbistatin	C1orf131	1
Blebbistatin	GALNT3	1
Blebbistatin	RBM15B	1
Blebbistatin	C17orf90	1
Blebbistatin	PRPH	1
Blebbistatin	PRMT3	1
Blebbistatin	RHCG	1
Blebbistatin	BTN3A3	1
Blebbistatin	RGL2	1
Blebbistatin	MPV17L2	1
Blebbistatin	NFATC1	1
Blebbistatin	TNFAIP8L3	1
Blebbistatin	AKD1	1
Blebbistatin	COL17A1	1
Blebbistatin	MYNN	1
Blebbistatin	TMX1	1
Blebbistatin	FAM9A	1
Blebbistatin	ZNF417	1
Blebbistatin	CGB1 /// CGB2	1
Blebbistatin	TXNL4B	1
Blebbistatin	LSP1	1
Blebbistatin	NUDT3	1
Blebbistatin	GUCY1B3	1
Blebbistatin	TPP1	1
Blebbistatin	ARVCF	1
Blebbistatin	TRPM6	1
Blebbistatin	GTF2IRD2 /// GTF2IRD2B	1
Blebbistatin	PGBD3	1
Blebbistatin	CARD11	1
Blebbistatin	FUNDC1	1
Blebbistatin	DPAGT1	1
Blebbistatin	ZNF444	1
Blebbistatin	FAM159A	1
Blebbistatin	NUP98	1
Blebbistatin	TREML4	1
Blebbistatin	WWP1	1
Blebbistatin	ATAD3A /// ATAD3B /// LOC732419	1
Blebbistatin	Septin 1	1
Blebbistatin	ZFYVE1	1
Blebbistatin	PSMG1	1
Blebbistatin	SYN2	1
Blebbistatin	BCAS3	1
Blebbistatin	DAPL1	1
Blebbistatin	NEK1	1
Blebbistatin	SPATA12	1
Blebbistatin	ST6GAL2	1
Blebbistatin	NPM3	1
Blebbistatin	WDR55	1
Blebbistatin	POLR1C	1
Blebbistatin	BACE1	1
Blebbistatin	MBOAT7	1
Blebbistatin	MTPAP	1
Blebbistatin	AKIRIN2	1
Blebbistatin	JARID2	1
Blebbistatin	LETM1	1
Blebbistatin	ZFPM2	1
Blebbistatin	TSEN54	1
Blebbistatin	AHRR	1
Blebbistatin	DKK1	1
Blebbistatin	RAB12	1
Blebbistatin	PLAC9	1
Blebbistatin	ZNF189	1
Blebbistatin	CCDC21	1
Blebbistatin	PDYN	1
Blebbistatin	ENAM	1
Blebbistatin	ELF1	1
Blebbistatin	RTN4IP1	1
Blebbistatin	PBX4	1
Blebbistatin	ABCC2	1
Blebbistatin	ZBTB42	1
Blebbistatin	ILF3	1
Blebbistatin	LOC401127 /// WDR5	1
Blebbistatin	TNFRSF10D	1
Blebbistatin	SDSL	1
Blebbistatin	ZNF263	1
Blebbistatin	ANAPC13	1
Blebbistatin	SERPINB7	1
Blebbistatin	CDRT1 /// FBXW10	1
Blebbistatin	FBXL15	1
Blebbistatin	EPB41L2	1
Blebbistatin	FAM120B	1
Blebbistatin	HIVEP1	1
Blebbistatin	STARD3	1
Blebbistatin	KHNYN	1
Blebbistatin	MLLT10 /// PICALM	1
Blebbistatin	HDAC6	1
Blebbistatin	MAGEA1	1
Blebbistatin	SF3B1	1
Blebbistatin	TMPRSS4	1
Blebbistatin	ECSCR	1
Blebbistatin	CAMSAP1	1
Blebbistatin	WISP3	1
Blebbistatin	PLEKHA7	1
Blebbistatin	CDS2	1
Blebbistatin	CACNG1	1
Blebbistatin	MTX1	1
Blebbistatin	ATP6V1B2	1
Blebbistatin	ZNF182	1
Blebbistatin	EXOSC7	1
Blebbistatin	TMEM9B	1
Blebbistatin	CCDC93	1
Blebbistatin	DEFB104A /// DEFB104B	1
Blebbistatin	CYorf15B	1
Blebbistatin	ZRANB2	1
Blebbistatin	INO80	1
Blebbistatin	FAM120AOS	1
Blebbistatin	CACNA1S	1
Blebbistatin	ITGA5	1
Blebbistatin	PIGM	1
Blebbistatin	STAG3L1	1
Blebbistatin	MAPK11	1
Blebbistatin	ZFP91	1
Blebbistatin	MS4A6A	1
Blebbistatin	HSPE1	1
Blebbistatin	CIRH1A	1
Blebbistatin	CD164	1
Blebbistatin	ZBED3	1
Blebbistatin	CCR2	1
Blebbistatin	KRT79	1
Blebbistatin	EXOSC2	1
Blebbistatin	DSCAM	1
Blebbistatin	ABCC5	1
Blebbistatin	CREM	1
Blebbistatin	KIAA0020	1
Blebbistatin	JOSD2	1
Blebbistatin	BCOR	1
Blebbistatin	RPRM	1
Blebbistatin	C11orf9	1
Blebbistatin	SMOC1	1
Blebbistatin	CTBS	1
Blebbistatin	NUP153	1
Blebbistatin	PTF1A	1
Blebbistatin	C7	1
Blebbistatin	C17orf91	1
Blebbistatin	ELAVL1	1
Blebbistatin	MED27	1
Blebbistatin	DPCD	1
Blebbistatin	KIAA1217	1
Blebbistatin	KIF2C	1
Blebbistatin	RACGAP1	1
Blebbistatin	PDSS2	1
Blebbistatin	KCNH1	1
Blebbistatin	MCART1	1
Blebbistatin	ECHDC1	1
Blebbistatin	PTPRZ1	1
Blebbistatin	SP140	1
Blebbistatin	P2RX7	1
Blebbistatin	UBA5	1
Blebbistatin	FGF18	1
Blebbistatin	TMEM185A	1
Blebbistatin	LRRC36	1
Blebbistatin	GALE	1
Blebbistatin	PCDH12	1
Blebbistatin	PGRMC1	1
Blebbistatin	MAN2C1	1
Blebbistatin	CCRL2	1
Blebbistatin	SLC22A12	1
Blebbistatin	GRIA2	1
Blebbistatin	DCAF4L1	1
Blebbistatin	PER1	1
Blebbistatin	GOLGA8A /// GOLGA8B	1
Blebbistatin	C16orf53	1
Blebbistatin	S100A7	1
Blebbistatin	KCTD6	1
Blebbistatin	ZNF302	1
Blebbistatin	E2F4	1
Blebbistatin	EFNA3	1
Blebbistatin	SLC39A6	1
Blebbistatin	C15orf17	1
Blebbistatin	FCGR2A /// FCGR2C	1
Blebbistatin	TTC16	1
Blebbistatin	PKNOX1	1
Blebbistatin	CYTIP	1
Blebbistatin	LYZL6	1
Blebbistatin	USP16	1
Blebbistatin	PRPS1	1
Blebbistatin	ABHD10	1
Blebbistatin	DHRS1	1
Blebbistatin	PLRG1	1
Blebbistatin	NUDCD1	1
Blebbistatin	FAM189A1	1
Blebbistatin	USP8	1
Blebbistatin	ATL3	1
Blebbistatin	PI4K2A	1
Blebbistatin	PPIP5K1	1
Blebbistatin	TCTE1	1
Blebbistatin	GRIK1	1
Blebbistatin	C13orf31	1
Blebbistatin	COMT	1
Blebbistatin	COPZ1	1
Blebbistatin	SLC38A5	1
Blebbistatin	RBM9	1
Blebbistatin	SLC25A40	1
Blebbistatin	MRPS7	1
Blebbistatin	OR8U9	1
Blebbistatin	CTSZ	1
Blebbistatin	RNF113A	1
Blebbistatin	CSPP1	1
Blebbistatin	KLF12	1
Blebbistatin	TFIP11	1
Blebbistatin	SLC15A4	1
Blebbistatin	TFG	1
Blebbistatin	RNF34	1
Blebbistatin	LMTK3	1
Blebbistatin	TMPO	1
Blebbistatin	VWA5B2	1
Blebbistatin	ACADM	1
Blebbistatin	ADH7	1
Blebbistatin	UFSP1	1
Blebbistatin	SIRT3	1
Blebbistatin	GATA1	1
Blebbistatin	ARHGEF4	1
Blebbistatin	TPST2	1
Blebbistatin	APBA2	1
Blebbistatin	UBE2H	1
Blebbistatin	AIPL1	1
Blebbistatin	C2orf57	1
Blebbistatin	ZFYVE20	1
Blebbistatin	IFNA21	1
Blebbistatin	FASLG	1
Blebbistatin	C14orf106	1
Blebbistatin	NECAP1	1
Blebbistatin	PLEKHA3	1
Blebbistatin	PFDN2	1
Blebbistatin	MCL1	1
Blebbistatin	WNT2	1
Blebbistatin	PAFAH2	1
Blebbistatin	GLIPR1L1	1
Blebbistatin	DYNC1LI2	1
Blebbistatin	SERPINA3	1
Blebbistatin	PPAPDC1B	1
Blebbistatin	COQ9	1
Blebbistatin	FEM1B	1
Blebbistatin	SEMA5A	1
Blebbistatin	OOEP	1
Blebbistatin	ZNF766	1
Blebbistatin	PDE4C	1
Blebbistatin	TGM4	1
Blebbistatin	C17orf95	1
Blebbistatin	SLC12A3	1
Blebbistatin	HCP5	1
Blebbistatin	DCHS1	1
Blebbistatin	TOP1 /// TOP1P1	1
Blebbistatin	PARP3	1
Blebbistatin	RRP7A /// RRP7B	1
Blebbistatin	BUB3	1
Blebbistatin	C19orf48	1
Blebbistatin	GPR107	1
Blebbistatin	SRPK1	1
Blebbistatin	JAK1	1
Blebbistatin	SPINT4	1
Blebbistatin	CSNK2B	1
Blebbistatin	CSH1 /// CSH2	1
Blebbistatin	CHCHD6	1
Blebbistatin	CMKLR1	1
Blebbistatin	ZNF673	1
Blebbistatin	PPIL1	1
Blebbistatin	TMEM206	1
Blebbistatin	CHRAC1	1
Blebbistatin	DDAH1	1
Blebbistatin	AMACR /// C1QTNF3	1
Blebbistatin	ARPC1A /// ARPC1B	1
Blebbistatin	HPS1	1
Blebbistatin	NIF3L1	1
Blebbistatin	ABLIM3	1
Blebbistatin	CLEC2D	1
Blebbistatin	STAG3L4	1
Blebbistatin	MAPK4	1
Blebbistatin	RGS9	1
Blebbistatin	ANPEP	1
Blebbistatin	GCM1	1
Blebbistatin	PLEC	1
Blebbistatin	SSX2 /// SSX2B	1
Blebbistatin	ZW10	1
Blebbistatin	NEURL	1
Blebbistatin	CREB3L3	1
Blebbistatin	PES1	1
Blebbistatin	PRKDC	1
Blebbistatin	BCAP29	1
Blebbistatin	ZNF329	1
Blebbistatin	CCDC55	1
Blebbistatin	HCK	1
Blebbistatin	SLK	1
Blebbistatin	VEGFC	1
Blebbistatin	WFIKKN2	1
Blebbistatin	MMP27	1
Blebbistatin	PPCDC	1
Blebbistatin	EIF4ENIF1	1
Blebbistatin	ZDHHC14	1
Blebbistatin	OSBPL11	1
Blebbistatin	STX7	1
Blebbistatin	MYO3B	1
Blebbistatin	USE1	1
Blebbistatin	TAS2R60	1
Blebbistatin	ARHGAP5	1
Blebbistatin	ZMYND19	1
Blebbistatin	C3orf31	1
Blebbistatin	FN3K	1
Blebbistatin	ANKRD43	1
Blebbistatin	SPARC	1
Blebbistatin	PTPRR	1
Blebbistatin	DCAF4L2	1
Blebbistatin	SLC15A1	1
Blebbistatin	LRP1B	1
Blebbistatin	RPP25	1
Blebbistatin	SP140L	1
Blebbistatin	JTB	1
Blebbistatin	MRFAP1	1
Blebbistatin	C1orf38	1
Blebbistatin	DEFB128	1
Blebbistatin	WARS2	1
Blebbistatin	YPEL5	1
Blebbistatin	CD207	1
Blebbistatin	MLX	1
Blebbistatin	C4orf26	1
Blebbistatin	PTCD1	1
Blebbistatin	CLK4	1
Blebbistatin	TSR2	1
Blebbistatin	RNMT	1
Blebbistatin	CCL16	1
Blebbistatin	IL17A	1
Blebbistatin	SEC14L2	1
Blebbistatin	ZC3H3	1
Blebbistatin	LEPRE1	1
Blebbistatin	CCDC70	1
Blebbistatin	RBM26	1
Blebbistatin	PIAS2	1
Blebbistatin	RBM17	1
Blebbistatin	MRPS2	1
Blebbistatin	ADIPOR1	1
Blebbistatin	TMPRSS2	1
Blebbistatin	RERG	1
Blebbistatin	TMCO6	1
Blebbistatin	RFC3	1
Blebbistatin	CLN3	1
Blebbistatin	LOC729020 /// RPE	1
Blebbistatin	UGT2B28	1
Blebbistatin	CNDP2	1
Blebbistatin	TM2D1	1
Blebbistatin	MGEA5	1
Blebbistatin	PPOX	1
Blebbistatin	USHBP1	1
